experiment,unique_id,age,gender,stimulus_identity_condition,experiment_condition,task_order,completeness_acquisition_training,completeness_acquisition_testing,completeness_counterconditioning_training,completeness_counterconditioning_testing,mean_correct_acquisition_training,mean_correct_acquisition_testing,mean_correct_counterconditioning_training,mean_correct_counterconditioning_testing,passed_performance_criterion_acquisition_training,passed_performance_criterion_acquisition_testing,passed_performance_criterion_counterconditioning_training,passed_performance_criterion_counterconditioning_testing,self_reported_OEC_effect,self_reported_OEC_effect_controlling_stimulus_identity,self_reported_IR_effect,self_reported_IR_effect_controlling_stimulus_identity,complete_iat_data,iat_block_order,passed_iat_performance,IAT_D2,IAT_D2_controlling_stimulus_identity,behavioral_intentions_OEC,behavioral_intentions_IR,demand_response,reactance_response_1,reactance_response_2,confidence_stim_1,confidence_stim_2,confidence_stim_3,confidence_stim_4,believability_response_1,believability_response_2
6,6_17,33,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,Explicits First,complete,complete,NA,complete,1,0.75,NA,0.75,TRUE,TRUE,NA,TRUE,0,-0,0,-0,complete,learning_consistent_first,TRUE,0.03656596134662998,-0.03656596134662998,I don't know,I don't know,NA,NA,NA,5,5,5,5,NA,NA
6,6_52162361,24,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_counterconditioning,Explicits First,complete,complete,complete,complete,0.6,0.875,1,0.875,FALSE,TRUE,TRUE,TRUE,0.5,-0.5,-0.25,0.25,complete,learning_consistent_first,TRUE,-0.017471691061298568,0.017471691061298568,I would try neither Brand,I would try Brand 4,Not Demand Compliant,yes,5,-2,-2,-2,-2,no,NA
6,6_514757468,25,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_counterconditioning,Implicits First,complete,complete,complete,complete,0.8,0.75,1,0.75,TRUE,TRUE,TRUE,TRUE,1.25,-1.25,0.5,-0.5,complete,learning_inconsistent_first,FALSE,-0.2741775390995344,0.2741775390995344,I would try Brand 3,I would try Brand 4,Demand Compliant,no,NA,1,-1,-1,2,no,NA
6,6_547854617,39,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_counterconditioning,Explicits First,complete,complete,complete,complete,1,0.875,1,0.875,TRUE,TRUE,TRUE,TRUE,-1.75,1.75,0.75,-0.75,complete,learning_consistent_first,TRUE,0.025995982065091405,-0.025995982065091405,I would try Brand 3,I don't know,Not Demand Compliant,yes,2,-2,-5,1,-1,no,NA
6,6_343483196,18,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_counterconditioning,Implicits First,complete,complete,complete,complete,1,1,1,1,TRUE,TRUE,TRUE,TRUE,-8,8,3.5,-3.5,complete,learning_inconsistent_first,TRUE,0.1568438952625162,-0.1568438952625162,I would try Brand 3,I would try Brands 2 and 4,Not Demand Compliant,yes,1,0,-1,0,-1,no,NA
6,6_313206201,26,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,NA,complete,complete,NA,complete,1,1,NA,1,TRUE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6_160,22,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_counterconditioning,Implicits First,complete,complete,complete,complete,1,1,1,1,TRUE,TRUE,TRUE,TRUE,-9.25,9.25,-9.5,9.5,complete,learning_inconsistent_first,TRUE,-0.22574848784113502,0.22574848784113502,I would try Brand 3,I would try Brand 4,Not Demand Compliant,no,NA,4,4,3,3,no,NA
6,6_157,28,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_counterconditioning,Explicits First,complete,complete,complete,complete,1,1,0.95,1,TRUE,TRUE,TRUE,TRUE,-1.25,1.25,1,-1,complete,learning_consistent_first,TRUE,-0.34816803735618274,0.34816803735618274,I would try Brand 3,I would try Brands 2 and 4,Not Demand Compliant,yes,4,-2,0,-1,-1,no,NA
6,6_149,29,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,Explicits First,complete,complete,NA,complete,1,1,NA,1,TRUE,TRUE,NA,TRUE,-1.75,1.75,0,-0,complete,learning_consistent_first,TRUE,0.1993420224427944,-0.1993420224427944,I would try Brands 1 and 3,I would try Brands 2 and 4,Not Demand Compliant,yes,5,3,3,3,3,no,NA
6,6_152,26,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,Implicits First,complete,complete,NA,complete,0.65,0.625,NA,0.625,FALSE,FALSE,NA,FALSE,2.5,-2.5,3.5,-3.5,complete,learning_inconsistent_first,TRUE,0.6907368974773511,-0.6907368974773511,I would try Brand 1,I would try Brand 2,Not Demand Compliant,yes,4,3,5,2,4,yes,6
6,6_151,36,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,Implicits First,complete,complete,NA,complete,1,1,NA,1,TRUE,TRUE,NA,TRUE,-3.25,3.25,-3.5,3.5,complete,learning_consistent_first,TRUE,-0.3407019735115325,0.3407019735115325,I would try Brand 3,I would try Brand 4,Not Demand Compliant,yes,1,1,1,1,1,no,NA
6,6_127,34,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_counterconditioning,Implicits First,complete,complete,complete,complete,1,0.75,1,0.75,TRUE,TRUE,TRUE,TRUE,-1,1,1,-1,complete,learning_consistent_first,TRUE,-0.4122794299366669,0.4122794299366669,I would try Brand 3,I would try Brand 2,Not Demand Compliant,yes,5,0,0,0,0,no,NA
6,6_126,26,nonbinary,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_counterconditioning,Explicits First,complete,complete,complete,complete,1,1,1,1,TRUE,TRUE,TRUE,TRUE,-5.5,5.5,-5,5,complete,learning_inconsistent_first,TRUE,-0.27337680445099904,0.27337680445099904,I would try neither Brand,I would try Brand 4,Not Demand Compliant,yes,5,-5,-5,0,0,no,NA
6,6_125,37,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_counterconditioning,Explicits First,complete,complete,complete,complete,1,1,1,1,TRUE,TRUE,TRUE,TRUE,-2,2,0,-0,complete,learning_consistent_first,TRUE,-0.08975168327436914,0.08975168327436914,I would try Brands 1 and 3,I would try Brand 4,Not Demand Compliant,no,NA,5,5,5,5,yes,7
6,6_120,30,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,Implicits First,complete,complete,NA,complete,1,1,NA,1,TRUE,TRUE,NA,TRUE,0,-0,-5.5,5.5,complete,learning_inconsistent_first,TRUE,-0.7913981200259093,0.7913981200259093,I would try Brand 3,I would try Brand 4,Not Demand Compliant,yes,5,1,1,2,2,no,NA
6,6_117,34,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,Explicits First,complete,complete,NA,complete,0.9,1,NA,1,TRUE,TRUE,NA,TRUE,-6,6,-4,4,complete,learning_consistent_first,TRUE,0.5877373984150377,-0.5877373984150377,I would try Brand 3,I would try Brand 4,Not Demand Compliant,yes,2,0,1,1,1,yes,8
6,6_95,31,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_counterconditioning,Implicits First,complete,complete,complete,complete,1,1,0.95,1,TRUE,TRUE,TRUE,TRUE,-10,10,0,-0,complete,learning_consistent_first,TRUE,-0.5415961861111855,0.5415961861111855,I would try Brand 3,I don't know,Not Demand Compliant,yes,1,5,0,5,0,no,NA
6,6_87,39,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,Implicits First,complete,complete,NA,complete,1,0.875,NA,0.875,TRUE,TRUE,NA,TRUE,4,-4,0,-0,complete,learning_consistent_first,TRUE,-0.7228905721454157,0.7228905721454157,I would try Brands 1 and 3,I would try Brands 2 and 4,Not Demand Compliant,yes,4,3,3,3,3,no,NA
6,6_93,32,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_counterconditioning,Explicits First,complete,complete,complete,complete,1,0.75,1,0.75,TRUE,TRUE,TRUE,TRUE,-4.25,4.25,-0.25,0.25,complete,learning_consistent_first,TRUE,-0.3281636028303745,0.3281636028303745,I would try Brand 3,I would try Brand 4,Not Demand Compliant,yes,3,4,1,3,1,no,NA
6,6_88,35,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,NA,complete,complete,NA,complete,0.95,1,NA,1,TRUE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6_94,33,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_counterconditioning,Explicits First,complete,complete,complete,complete,0.65,0.75,1,0.75,FALSE,TRUE,TRUE,TRUE,-4.75,4.75,-0.5,0.5,complete,learning_inconsistent_first,TRUE,-0.20616169520979932,0.20616169520979932,I would try Brand 3,I would try Brand 2,Not Demand Compliant,yes,5,1,-1,2,2,yes,5
6,6_62,23,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_counterconditioning,Explicits First,complete,complete,complete,complete,0.3,0.25,0.6,0.25,FALSE,FALSE,FALSE,FALSE,-1.25,1.25,0.25,-0.25,complete,learning_inconsistent_first,FALSE,-0.33633241176042683,0.33633241176042683,I don't know,I don't know,Not Demand Compliant,no,NA,-2,-2,-3,-3,no,NA
6,6_64,35,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_counterconditioning,Implicits First,complete,complete,complete,complete,1,1,1,1,TRUE,TRUE,TRUE,TRUE,0,-0,0,-0,complete,learning_inconsistent_first,TRUE,0.04547725995809503,-0.04547725995809503,I would try Brands 1 and 3,I would try Brands 2 and 4,Not Demand Compliant,yes,9,0,0,0,0,no,NA
6,6_61,24,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_counterconditioning,Explicits First,complete,complete,complete,complete,1,1,1,1,TRUE,TRUE,TRUE,TRUE,0,-0,0,-0,complete,learning_consistent_first,TRUE,0.021747953654455365,-0.021747953654455365,I would try Brands 1 and 3,I would try Brands 2 and 4,Not Demand Compliant,no,NA,5,5,5,5,yes,5
6,6_21,32,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,Explicits First,complete,complete,NA,complete,0.9,0.875,NA,0.875,TRUE,TRUE,NA,TRUE,-1.25,1.25,-1.25,1.25,complete,learning_consistent_first,TRUE,-0.7081092435977547,0.7081092435977547,I would try Brands 1 and 3,I would try Brands 2 and 4,Not Demand Compliant,yes,1,5,5,5,5,yes,6
6,6_54,26,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,Explicits First,complete,complete,NA,complete,1,1,NA,1,TRUE,TRUE,NA,TRUE,-0.5,0.5,-0.5,0.5,complete,learning_inconsistent_first,FALSE,-0.6690007061377408,0.6690007061377408,I would try Brand 3,I would try Brand 4,Not Demand Compliant,yes,7,5,5,5,5,yes,5
6,6_53,39,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,Explicits First,complete,complete,NA,complete,1,1,NA,1,TRUE,TRUE,NA,TRUE,-0.25,0.25,-0.75,0.75,complete,learning_consistent_first,TRUE,-0.37263441139899756,0.37263441139899756,I would try Brands 1 and 3,I would try Brand 4,Not Demand Compliant,yes,5,1,1,2,1,no,NA
6,6_29,25,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_counterconditioning,Explicits First,complete,complete,complete,complete,1,1,1,1,TRUE,TRUE,TRUE,TRUE,-5.75,5.75,-0.75,0.75,complete,learning_consistent_first,TRUE,0.06382166120149205,-0.06382166120149205,I would try Brand 3,I would try Brand 4,Not Demand Compliant,yes,4,3,2,3,2,yes,5
6,6_30,25,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_counterconditioning,Explicits First,complete,complete,complete,complete,1,1,1,1,TRUE,TRUE,TRUE,TRUE,-9,9,-7.5,7.5,complete,learning_inconsistent_first,TRUE,-0.8621868111683106,0.8621868111683106,I would try Brand 3,I would try Brand 4,Not Demand Compliant,yes,9,5,5,5,5,yes,5
6,6_31,33,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_counterconditioning,Implicits First,complete,complete,complete,complete,1,1,1,1,TRUE,TRUE,TRUE,TRUE,-5.75,5.75,2.25,-2.25,complete,learning_consistent_first,TRUE,0.13711264255457903,-0.13711264255457903,I would try Brand 3,I would try Brand 2,Not Demand Compliant,yes,6,3,3,3,3,yes,7
6,6_23,26,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,Implicits First,complete,complete,NA,complete,0.85,0.625,NA,0.625,TRUE,FALSE,NA,FALSE,0,-0,0,-0,complete,learning_consistent_first,TRUE,-0.5053097321936377,0.5053097321936377,I would try Brands 1 and 3,I would try Brands 2 and 4,Not Demand Compliant,yes,1,0,0,0,0,no,NA
6,6_992945207,31,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,Implicits First,complete,complete,NA,complete,1,0.875,NA,0.875,TRUE,TRUE,NA,TRUE,1,-1,-1.75,1.75,complete,learning_consistent_first,TRUE,-0.37152475389224,0.37152475389224,I would try Brands 1 and 3,I would try Brands 2 and 4,Not Demand Compliant,yes,7,1,1,1,2,no,NA
6,6_800342016,33,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_counterconditioning,Implicits First,complete,complete,complete,complete,1,0.75,0.95,0.75,TRUE,TRUE,TRUE,TRUE,-8.75,8.75,7.25,-7.25,complete,learning_inconsistent_first,TRUE,-0.24174687352695262,0.24174687352695262,I would try Brand 3,I would try Brand 2,Not Demand Compliant,yes,3,5,2,5,-2,yes,5
6,6_617687584,34,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_counterconditioning,Implicits First,complete,complete,complete,complete,1,0.875,1,0.875,TRUE,TRUE,TRUE,TRUE,0,-0,0,-0,complete,learning_inconsistent_first,TRUE,-0.26304451008375473,0.26304451008375473,I would try neither Brand,I would try neither Brand,Not Demand Compliant,no,NA,0,0,0,0,no,NA
6,6_137333688,37,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,Implicits First,complete,complete,NA,complete,0.25,0.125,NA,0.125,FALSE,FALSE,NA,FALSE,-1.25,1.25,1,-1,complete,learning_inconsistent_first,FALSE,NaN,NaN,I would try Brand 3,I would try Brands 2 and 4,Not Demand Compliant,no,NA,0,0,0,0,no,NA
6,6_1,NA,NA,NA,acquisition_only,Explicits First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA_22,27,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA_39,27,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA_65,35,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA_135,21,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
